Sample Name,Cpd,CAS,Name,Hits,Abund,Mining Algorithm,Area,Base Peak,Mass,Avg Mass,Score,m/z,m/z (prod.),RT,Start,End,Width,"Diff (Tgt, mDa)","Diff (Tgt, ppm)",Score (Tgt),Flags (Tgt),Flag Severity (Tgt),Flag Severity Code (Tgt),Mass (Tgt),RT (Tgt),RT Diff (Tgt),Sample Type,Formula,Height,Ions,Polarity,Z Count,Max Z,Min Z,Label,File,Instrument Name,Position,User Name,Acq Method,DA Method,IRM Calibration status
Methanol Blank (2),1,,Diethyl Phthalate,1,21522,Find by Formula,133858,121.0509,222.0883,,75.72,223.0961,,14.087,13.872,14.120,1.677,-0.87,-3.91,75.72,,Pass,0,222.0892,,,Sample,C12 H14 O4,14057,4,Positive,1,1,1,Cpd 1: Diethyl Phthalate; C12 H14 O4; 14.087,Methanol Blank (2)_191206-0001.d,Instrument 1,P2-A1,Dominic Davis-Foster,Benito Gunshot Residue Positive.m,QualMethod.m,Success
Methanol Blank (2),2,,"2,4-Dinitrodiphenylamine",1,11166,Find by Formula,367540,124.0393,259.0570,,55.80,277.0906,,5.053,5.029,5.572,0.529,-2.27,-8.77,55.80,low score; No H adduct,Warning,2,259.0593,,,Sample,C12 H9 N3 O4,14938,4,Positive,1,1,1,"Cpd 2: 2,4-Dinitrodiphenylamine; C12 H9 N3 O4; 5.053",Methanol Blank (2)_191206-0001.d,Instrument 1,P2-A1,Dominic Davis-Foster,Benito Gunshot Residue Positive.m,QualMethod.m,Success
Methanol Blank (2),3,,Nitrobenzene,1,73897,Find by Formula,42739,124.0394,123.0321,,87.76,141.0660,,6.138,6.122,6.155,0.016,0.09,0.70,87.76,,Pass,0,123.0320,,,Sample,C6 H5 N O2,60443,4,Positive,1,1,1,Cpd 3: Nitrobenzene; C6 H5 N O2; 6.138,Methanol Blank (2)_191206-0001.d,Instrument 1,P2-A1,Dominic Davis-Foster,Benito Gunshot Residue Positive.m,QualMethod.m,Success
Methanol Blank (2),1,,TNT,1,995,Find by Formula,4153,121.0509,227.0190,,54.99,228.0261,,14.566,14.516,14.591,14.390,1.21,5.31,54.99,low score,Warning,2,227.0178,,,Sample,C7 H5 N3 O6,1816,2,Positive,1,1,1,Cpd 1: TNT; C7 H5 N3 O6; 14.566,Methanol Blank (2)_191206-0005.d,Instrument 1,P2-A1,Dominic Davis-Foster,Benito Gunshot Residue Positive.m,QualMethod.m,Success
Methanol Blank (2),2,,Diethyl Phthalate,1,13498,Find by Formula,1984031,121.0509,222.0873,,64.38,223.0949,,9.730,8.555,11.188,7.408,-1.89,-8.49,64.38,low score,Warning,2,222.0892,,,Sample,C12 H14 O4,18757,4,Positive,1,1,1,Cpd 2: Diethyl Phthalate; C12 H14 O4; 9.730,Methanol Blank (2)_191206-0005.d,Instrument 1,P2-A1,Dominic Davis-Foster,Benito Gunshot Residue Positive.m,QualMethod.m,Success
Methanol Blank (2),3,,Nitrobenzene,1,286724,Find by Formula,141806,121.0509,123.0322,,87.51,124.0395,,2.386,2.254,2.411,0.334,0.16,1.27,87.51,,Pass,0,123.0320,,,Sample,C6 H5 N O2,30133,3,Positive,1,1,1,Cpd 3: Nitrobenzene; C6 H5 N O2; 2.386,Methanol Blank (2)_191206-0005.d,Instrument 1,P2-A1,Dominic Davis-Foster,Benito Gunshot Residue Positive.m,QualMethod.m,Success
Propellant 10mg (1) rerun,1,,Diethyl Phthalate,1,12557,Find by Formula,3917151,121.0509,222.0875,,67.39,223.0950,,9.480,8.478,12.808,5.538,-1.75,-7.89,67.39,low score,Warning,2,222.0892,,,Sample,C12 H14 O4,20698,4,Positive,1,1,1,Cpd 1: Diethyl Phthalate; C12 H14 O4; 9.480,Propellant 10mg (1)_191206-00011.d,Instrument 1,P2-A1,Dominic Davis-Foster,Benito Gunshot Residue Positive.m,QualMethod.m,Success
Propellant 10mg (1) rerun,2,,"2,4-Dinitrodiphenylamine",1,1693,Find by Formula,77322,118.0862,259.0595,,73.10,282.0490,,0.164,0.098,0.636,0.359,0.21,0.80,73.10,low score,Warning,2,259.0593,,,Sample,C12 H9 N3 O4,5834,4,Positive,1,1,1,"Cpd 2: 2,4-Dinitrodiphenylamine; C12 H9 N3 O4; 0.164",Propellant 10mg (1)_191206-00011.d,Instrument 1,P2-A1,Dominic Davis-Foster,Benito Gunshot Residue Positive.m,QualMethod.m,Success
Propellant 10mg (1) rerun,3,,Nitrobenzene,1,230056,Find by Formula,395798,118.0863,123.0322,,87.54,124.0395,,2.797,2.723,2.971,0.098,0.13,1.03,87.54,,Pass,0,123.0320,,,Sample,C6 H5 N O2,66255,3,Positive,1,1,1,Cpd 3: Nitrobenzene; C6 H5 N O2; 2.797,Propellant 10mg (1)_191206-00011.d,Instrument 1,P2-A1,Dominic Davis-Foster,Benito Gunshot Residue Positive.m,QualMethod.m,Success
Propellant 10mg (2) GF 14 Neb 35,1,,Diethyl Phthalate,1,11224,Find by Formula,395250,121.0509,222.0872,,62.62,223.0947,,9.550,9.078,9.616,6.818,-2.03,-9.14,62.62,low score,Warning,2,222.0892,,,Sample,C12 H14 O4,18083,4,Positive,1,1,1,Cpd 1: Diethyl Phthalate; C12 H14 O4; 9.550,Propellant 10mg (2)_191206-00010.d,Instrument 1,P2-A4,Dominic Davis-Foster,Benito Gunshot Residue Positive.m,QualMethod.m,Success
