Sample Name,Cpd,CAS,Name,Hits,Abund,Mining Algorithm,Area,Base Peak,Mass,Avg Mass,Score,m/z,m/z (prod.),RT,Start,End,Width,"Diff (Tgt, mDa)","Diff (Tgt, ppm)",Score (Tgt),Flags (Tgt),Flag Severity (Tgt),Flag Severity Code (Tgt),Mass (Tgt),RT (Tgt),RT Diff (Tgt),Sample Type,Formula,Height,Ions,Polarity,Z Count,Max Z,Min Z,Label,File,Instrument Name,Position,User Name,Acq Method,DA Method,IRM Calibration status
Flask Cleaning Test,1,,Ethyl Centralite,1,732335,Find by Formula,361477044,121.0509,268.1574,,98.62,269.1647,,12.780,12.127,14.806,0.893,-0.18,-0.67,98.62,,Pass,0,268.1576,,,Sample,C17 H20 N2 O,5662543,3,Positive,1,1,1,Cpd 1: Ethyl Centralite; C17 H20 N2 O; 12.780,Flask_Cleaning_Test_200129-0009.d,Instrument 1,P2-A2,Dominic Davis-Foster,Benito Gunshot Residue Positive.m,QualMethod.m,Success
Flask Cleaning Test,2,,Nitrobenzene,1,458695,Find by Formula,9720024,679.5151,123.0321,,87.87,124.0393,,9.109,8.729,9.968,0.850,0.03,0.23,87.87,,Pass,0,123.0320,,,Sample,C6 H5 N O2,230543,3,Positive,1,1,1,Cpd 2: Nitrobenzene; C6 H5 N O2; 9.109,Flask_Cleaning_Test_200129-0009.d,Instrument 1,P2-A2,Dominic Davis-Foster,Benito Gunshot Residue Positive.m,QualMethod.m,Success
MeOH Blank,1,,Ethyl Centralite,1,94045,Find by Formula,7790159,679.5121,268.1569,,84.42,269.1649,,11.802,11.488,12.831,0.467,-0.64,-2.37,84.42,,Pass,0,268.1576,,,Sample,C17 H20 N2 O,243967,4,Positive,1,1,1,Cpd 1: Ethyl Centralite; C17 H20 N2 O; 11.802,MeOH_Blank_200129-0001.d,Instrument 1,P2-A1,Dominic Davis-Foster,Benito Gunshot Residue Positive low flow.m,QualMethod.m,Success
MeOH Blank,2,,RDX,1,2751,Find by Formula,45683,112.0505,222.0337,,59.84,223.0413,,7.139,7.031,7.304,0.318,-1.15,-5.17,59.84,low score,Warning,2,222.0349,,,Sample,C3 H6 N6 O6,4894,2,Positive,1,1,1,Cpd 2: RDX; C3 H6 N6 O6; 7.139,MeOH_Blank_200129-0001.d,Instrument 1,P2-A1,Dominic Davis-Foster,Benito Gunshot Residue Positive low flow.m,QualMethod.m,Success
MeOH Blank,3,,Dimethyl Phthalate,1,3593,Find by Formula,41798,112.0506,194.0595,,51.85,195.0684,,0.309,0.292,0.416,0.260,1.58,8.13,51.85,low score,Warning,2,194.0579,,,Sample,C10 H10 O4,9710,3,Positive,1,1,1,Cpd 3: Dimethyl Phthalate; C10 H10 O4; 0.309,MeOH_Blank_200129-0001.d,Instrument 1,P2-A1,Dominic Davis-Foster,Benito Gunshot Residue Positive low flow.m,QualMethod.m,Success
MeOH Blank,4,,Diethyl Phthalate,1,2979,Find by Formula,60684,112.0505,222.0870,,51.87,245.0749,,3.748,3.674,3.790,0.158,-2.19,-9.87,51.87,low score,Warning,2,222.0892,,,Sample,C12 H14 O4,15191,4,Positive,1,1,1,Cpd 4: Diethyl Phthalate; C12 H14 O4; 3.748,MeOH_Blank_200129-0001.d,Instrument 1,P2-A1,Dominic Davis-Foster,Benito Gunshot Residue Positive low flow.m,QualMethod.m,Success
MeOH Blank,5,,Nitrobenzene,1,592009,Find by Formula,52644940,112.0505,123.0319,,99.46,124.0391,,4.790,4.410,7.726,2.436,-0.17,-1.36,99.46,,Pass,0,123.0320,,,Sample,C6 H5 N O2,288771,4,Positive,1,1,1,Cpd 5: Nitrobenzene; C6 H5 N O2; 4.790,MeOH_Blank_200129-0001.d,Instrument 1,P2-A1,Dominic Davis-Foster,Benito Gunshot Residue Positive low flow.m,QualMethod.m,Success
MeOH Blank,1,,Ethyl Centralite,1,173891,Find by Formula,16141141,121.0509,268.1576,,86.40,269.1649,,0.058,0.050,2.037,0.787,0.02,0.08,86.40,,Pass,0,268.1576,,,Sample,C17 H20 N2 O,320949,3,Positive,1,1,1,Cpd 1: Ethyl Centralite; C17 H20 N2 O; 0.058,MeOH_Blank_200129-0002.d,Instrument 1,P2-A1,Dominic Davis-Foster,Benito Gunshot Residue Positive low flow.m,QualMethod.m,Success
MeOH Blank,2,,Diethyl Phthalate,1,16375,Find by Formula,49984,112.0505,222.0875,,66.14,223.0953,,6.565,6.507,6.631,0.525,-1.71,-7.69,66.14,low score,Warning,2,222.0892,,,Sample,C12 H14 O4,12098,2,Positive,1,1,1,Cpd 2: Diethyl Phthalate; C12 H14 O4; 6.565,MeOH_Blank_200129-0002.d,Instrument 1,P2-A1,Dominic Davis-Foster,Benito Gunshot Residue Positive low flow.m,QualMethod.m,Success
MeOH Blank,3,,Nitrobenzene,1,686546,Find by Formula,97282433,112.0505,123.0320,,99.29,124.0392,,9.120,8.417,12.559,2.593,-0.04,-0.30,99.29,,Pass,0,123.0320,,,Sample,C6 H5 N O2,571595,4,Positive,1,1,1,Cpd 3: Nitrobenzene; C6 H5 N O2; 9.120,MeOH_Blank_200129-0002.d,Instrument 1,P2-A1,Dominic Davis-Foster,Benito Gunshot Residue Positive low flow.m,QualMethod.m,Success
